Electricity-supply-from-grid,Electricity-supply-photovoltaics,Electricity-supply-batteries-discharge,Electricity-demand-base,Electricity-demand-batteries-charge,Electricity-demand-heat-pumps,Electricity-demand-electro-mobility
0,0,5.024932,3.3057098,0,0.00910905,1.7101132
0,0,3.9646413,2.6965208,0,0.006857406,1.2612629
0,0,2.9720964,2.2842674,0,0.005404451,0.68242455
1.555025,0,0.76080555,2.0023937,0,0.010911156,0.30252567
2.7111692,0,0.5915949,1.9253039,0,0.089317754,1.2881422
0.938504,0,1.1583488,1.73415,0,0.09271136,0.2699914
0.8667758,0,1.168743,1.6643574,0,0.10116997,0.2699914
1.2999705,0,0.8253759,1.7305032,0,0.12485187,0.2699914
2.1983628,0,0,1.7886479,0,0.13972357,0.2699914
1.7839607,0.05287306,0.8034031,2.2224584,0,0.14778724,0.2699914
0,3.9023478,0,3.036726,0,0.14709622,0.7185256
0.3216668,6.6182246,0,3.7349637,0,0.056489885,3.148438
0,10.844785,0,4.445593,1.722998,0.5049377,4.171256
0,15.575163,0,5.10937,5.948388,0.08767961,4.4297247
0,17.492035,0,5.463133,7.837521,0.15484115,4.036541
0,17.492287,0,6.08079,7.509873,0.33632246,3.5653007
0,17.492035,0,5.8085527,8.019772,0.2818895,3.3818214
0,12.440287,0,5.0335855,3.2932186,0.6450164,3.468466
0,11.515426,0,4.9103365,2.9317014,0.027102074,3.646286
0,8.705947,0,4.431466,0.53546643,0.2384443,3.5005705
0.46983826,4.571231,0,3.8805137,0,0.014842891,1.1457127
2.038664,2.0241091,0.06954025,3.5882587,0,0.017011102,0.5270437
2.0420704,0.31710523,2.8112266,4.0669312,0,0.008789278,1.0946815
0.7437442,0.01743239,4.8214693,3.876021,0,0.024363562,1.6822613
0,0,5.22253,3.3028712,0,0.05454399,1.8651147
0,0,4.168072,2.7123897,0,0.06308098,1.3926015
0,0,3.1358714,2.2661908,0,0.086433716,0.78324705
0,0,2.533558,2.003627,0,0.14661062,0.38332012
1.9758173,0,0.27386773,1.9194878,0,0.060205746,0.2699914
1.5392642,0,0.53133327,1.73415,0,0.066456035,0.2699914
1.5922776,0,0.4042932,1.6584687,0,0.068110675,0.2699914
0,0,2.0531056,1.7072031,0,0.075910985,0.2699914
0.5065592,0,1.5789038,1.7373846,0,0.07808706,0.2699914
0.33615273,0,2.1354306,2.130681,0,0.070910886,0.2699914
0.5514467,1.8397427,0.8257006,2.7609317,0,0.18596682,0.2699914
1.6912508,2.9255884,0,3.2980094,0,0.033286065,1.2855436
0.53138644,5.0602436,0,3.8145154,0,0.03232749,1.7447871
0,9.68164,0,4.425514,0.49249545,0.39002293,4.373607
0,13.753361,0,4.8905454,4.6560755,0.21802199,3.9887183
0,16.228447,0,5.6501465,6.8707905,0.18008813,3.5274212
0,17.491785,0,5.4455113,8.019772,0.6786895,3.3478131
0,17.301027,0,5.001891,8.019772,0.84673524,3.4326296
0,14.970219,0,4.78392,6.5403433,0.03925704,3.606698
0,11.279085,0,4.2594814,3.5389946,0.016552232,3.4640567
0,6.0706825,0.8975268,3.6609547,0,7.54E-04,3.3065007
1.4683429,1.7161771,0.58626467,3.2793903,0,0.00142307,0.4899713
2.3804054,0.16022784,2.3179698,3.8129706,0,0,1.0456326
2.4702573,0,5.8211975,3.6802595,0,0,4.6111956
2.1887982,0,2.7728944,3.1575232,0,0.00435911,1.7998103
1.0441536,0,2.9118829,2.6135342,0,0.005235649,1.3372664
1.2728113,0,2.0937521,2.2077968,0,0.00558769,1.1531792
0,0,2.3507574,1.9766874,0,0.024789512,0.34928036
1.5523114,0,0.6550679,1.9159648,0,0.021423072,0.2699914
1.106749,0,0.9190329,1.73415,0,0.021640483,0.2699914
1.1129096,0,0.8342877,1.6550556,0,0.02215023,0.2699914
1.1257962,0,0.86108017,1.6940032,0,0.022881776,0.2699914
1.5670654,0,0.4353037,1.7090132,0,0.023364427,0.2699914
2.704527,0,0,2.083088,0,0.015667181,0.605772
4.428456,0.3046991,0,2.5841887,0,0.122357845,2.0266082
5.2040124,0.99722475,0,3.07126,0,0.09314261,3.0368347
5.08931,1.9415401,0,3.482888,0,0.020611517,3.527351
4.6651564,3.7418962,0,3.877355,0,0.18033348,4.349364
1.9970589,6.189819,0,4.2135034,0,0.005315267,3.9680593
0,11.61706,0,5.1694098,2.809458,0.12713462,3.5110574
0,16.69696,0,5.227107,8.019772,0.11696046,3.3331215
0,17.196959,0,4.8327684,8.019772,0.92726946,3.4171484
0,17.20912,0,4.7853074,8.019772,0.81444454,3.5895958
0,8.32544,0,3.9088984,0.8902567,0.078002885,3.448283
0.35204142,4.1092224,0,3.395438,0,0.065933056,0.99989265
0.56617904,1.1947594,1.8978552,3.1332417,0,0.0515959,0.47395608
0.627494,0.019475034,4.136048,3.713673,0,0.04490042,1.0244433
0.65457267,0,4.598814,3.611291,0,0.047825716,1.5942701
4.2875657,0,0.6473938,3.1079836,0,0.05537744,1.7715987
0.9712525,0,2.978358,2.5812032,0,0.05504516,1.313362
0.92706335,0,2.0926583,2.1895103,0,0.10779297,0.7224184
2.4348361,0,0,1.9686288,0,0.13163213,0.33457512
2.7751167,0,0,1.9416316,0,0.35332555,0.48015958
2.3858433,0,0,1.7536947,0,0.36215717,0.2699914
4.3559594,0,0,1.6717979,0,0.3652627,2.318899
2.3537405,0,0,1.7084235,0,0.3753255,0.2699914
2.376574,0,0,1.7249608,0,0.38162193,0.2699914
2.77233,0,0,2.1115506,0,0.39078808,0.2699914
3.2797325,0.014294365,0,2.5903928,0,0.4336425,0.2699914
3.036525,1.7677006,0,3.1450672,0,0.4262467,1.2329116
3.205005,4.9760084,0,3.6899595,0,0.3231767,4.167877
1.1147811,8.029514,0,4.1656003,0,0.55271214,4.425983
0.47373396,11.0689535,0,4.5216384,2.3573415,0.63035566,4.033352
0,14.725053,0,5.3138027,5.3824797,0.46599537,3.562775
0,15.47991,0,5.145037,6.6847363,0.27058312,3.3795536
0,15.234268,0,4.670886,6.9154058,0.18189952,3.4660764
0,10.718271,0,4.3143706,2.5721111,0.1881437,3.643646
0,8.573336,0,3.9056647,0.26188317,0.907652,3.4981356
0,5.8279443,0,3.494557,0,0.07399513,2.2593923
0,0.8605393,2.838956,3.1102757,0,0.06464802,0.52457136
0,0,4.9089184,3.7503498,0,0.06715775,1.0914109
0.33556873,0,5.1307707,3.698989,0,0.08918681,1.6781638
2.045553,0,3.0852458,3.1613579,0,0.10868072,1.8607601
2.655071,0,1.5017929,2.6349995,0,0.13295299,1.3889115
3.1502268,0,0,2.2287083,0,0.14110388,0.78041464
2.555333,0,0,2.0000932,0,0.17418937,0.38105032
2.4933765,0,0,1.9416316,0,0.28175342,0.2699914
2.1188536,0,0.19126534,1.7536947,0,0.2864328,0.2699914
3.235036,0,0,1.6717979,0,0.29611796,1.26712
2.8564792,0,0,1.7084235,0,0.30204934,0.8460063
3.9542253,0,0,1.7249608,0,0.2797727,1.9494919
3.3514166,0,0,2.1115506,0,0.26604688,0.9738193
4.203763,0.001351136,0,2.5894868,0,0.2719136,1.3437139
5.6745276,0.154586,0,3.0321493,0,0.27077103,2.5261936
5.874121,0.37981957,0,3.3682263,0,0.30969495,2.5760198
4.4709,1.5653162,0,3.7131064,0,0.2539769,2.0691333
1.5404103,5.0907965,0,4.1031675,0,0.21478601,2.3132532
0,9.52901,0,4.95008,0.770854,0.3336214,3.474455
0,15.504813,0,5.14678,6.7973557,0.26041675,3.30026
0,16.596386,0,4.7662344,7.391172,1.0564594,3.3825204
0,14.045318,0,4.547264,5.522919,0.42379194,3.5513422
0,8.604957,0,3.9078782,0.28439388,0.99968433,3.4130003
1.0795059,1.465821,1.0180979,3.1892083,0,0.10422529,0.2699914
3.5240815,0.032965813,0,3.0523458,0,0.06656777,0.43813372
3.8756323,0,0.9241675,3.7503498,0,0.07240167,0.97704834
2.1012218,0,3.2379043,3.698989,0,0.10524127,1.5348958
2.2751102,0,5.6660304,3.1613579,0,0.1685874,4.6111956
2.1115382,0,1.9482583,2.6349995,0,0.16490397,1.259893
1.0606666,0,2.0182133,2.2287083,0,0.16879876,0.68137276
2.5103912,0,0,2.0000932,0,0.20861506,0.301683
2.505705,0,0,1.9416316,0,0.29408222,0.2699914
3.4625516,0,0,1.7536947,0,0.2964693,1.4123877
3.474963,0,0,1.6717979,0,0.30939126,1.4937738
4.196285,0,0,1.7084235,0,0.32734844,2.160513
4.123225,0,0,1.7249608,0,0.3186065,2.079658
2.8850782,0,0,2.1115506,0,0.30102512,0.47250265
2.6055555,0,0.5441705,2.5893922,0,0.2903425,0.2699914
1.2739499,5.03238,0,3.3735948,0,0.39240655,2.5403287
1.0644593,7.4015326,0,3.859746,0,0.4330165,4.1732297
1.8106117,2.549816,1.1349283,3.7820213,0,0.2814231,1.4319116
1.5568798,5.192882,0,4.1103134,0,0.2626896,2.376759
0,10.115184,0,4.9911118,0.5057543,1.0515409,3.5667765
0.40139878,7.7897854,0,4.6067286,0,0.20130941,3.3831463
0.8887249,5.653381,0,4.000224,0,0.10874665,2.433135
0,10.846325,0,4.3233347,2.1072042,0.76795816,3.6478283
0,11.16352,0,4.0869775,2.456616,1.1179333,3.501993
0.9846461,5.2526917,0,3.4542892,0,0.12752397,2.655525
2.605969,0.294682,0.8125261,3.0706658,0,0.11402314,0.52848804
4.3482037,0,0.6470195,3.7503498,0,0.1482808,1.0965927
5.1011457,0,0.46489617,3.698989,0,0.1823978,1.684655
5.170902,0,0.059226826,3.1613579,0,0.2011116,1.8676591
4.2271957,0,0,2.6349995,0,0.19743891,1.3947572
3.2068293,0,0,2.2287083,0,0.19321883,0.7849021
2.6013527,0,0,2.0000932,0,0.21661296,0.38464642
0.7642961,0,1.7736458,1.9535942,0,0.31435624,0.2699914
0.76847905,0,1.6012198,1.7603698,0,0.33933768,0.2699914
1.0126776,0,1.2949809,1.6771971,0,0.36046988,0.2699914
2.1936667,0,0.17527305,1.7133161,0,0.3856323,0.2699914
3.9210212,0,0,1.7300922,0,0.4101612,1.7807679
4.5465612,0,0,2.1286018,0,0.38904905,2.0289102
4.1666727,0,0,2.6134512,0,0.35806793,1.1951536
2.799777,1.7805079,0,3.2058644,0,0.33273774,1.0416827
1.0475816,6.9838996,0,3.8724766,0,0.36071816,3.7982864
0,10.687643,0,4.377076,1.5840971,0.66457975,4.0618896
0,14.043332,0,4.7338667,4.8785896,0.6048714,3.8260045
0,15.435635,0,5.3468094,5.8800087,0.69404113,3.5147753
0,15.560182,0,5.206885,6.629646,0.25807673,3.4655747
0,14.894774,0,4.7121544,6.466635,0.16406262,3.551922
0,12.109695,0,4.480156,2.959258,1.0225546,3.6477273
0,7.8498816,0,3.9369612,0.23202012,0.17975602,3.5011442
0.15573728,2.3357012,1.3570614,3.3588893,0,0.0820452,0.40756547
0.27693543,0.022222666,3.7366874,3.1776247,0,0.09239164,0.7658292
0.5897001,0,4.870745,3.8852623,0,0.08266129,1.4925219
1.8881053,0,4.005927,3.812139,0,0.13085046,1.9510431
3.4901783,0,1.869818,3.216134,0,0.20554222,1.9383202
4.2220893,0,0,2.6642058,0,0.23543698,1.3224467
3.9036448,0,0,2.2552328,0,0.26229817,1.3861139
2.6693735,0,0,2.0271327,0,0.27415434,0.36808655
3.5092626,0,0,1.9535942,0,0.34861887,1.2070494
4.4410686,0,0,1.7603698,0,0.3613939,2.319305
4.408753,0,0,1.6771971,0,0.36407512,2.3674808
4.2838845,0,0,1.7133161,0,0.373859,2.1967094
4.224035,0,0,1.7300922,0,0.38194194,2.112001
4.6978273,0,0,2.1286018,0,0.50669,2.0625353
4.8086023,0,0,2.6134512,0,0.7396581,1.4554931
4.6741805,0.9034248,0,3.1444688,0,0.596946,1.8361905
4.5245504,1.4895173,0,3.4878697,0,0.603626,1.9225719
4.499962,3.017572,0,3.8401713,0,0.7003102,2.9770522
3.8093936,3.5103197,0,3.9965558,0,0.42309427,2.900063
2.1329684,4.9083037,0,4.609896,0,0.3587861,2.0725896
0.79375595,7.8170977,0,4.664869,0,0.4616714,3.4843135
0,8.461135,0,4.2618,0,0.57274616,3.6265888
1.166289,4.923501,0,3.9771223,0,0.595114,1.5175536
3.4494848,1.1752574,0,3.4697375,0,0.4698186,0.68518597
4.1718135,0.14870054,0,3.2057993,0,0.473337,0.6413778
4.796563,0,0,3.176069,0,0.44059804,1.1798961
5.5843434,0,0,3.8852623,0,0.37611872,1.3229624
6.1362424,0,0,3.812139,0,0.353352,1.9707515
5.791079,0,0,3.216134,0,0.39171407,2.1832309
5.0907726,0,0,2.6642058,0,0.6013231,1.8252438
5.22375,0,0,2.2552328,0,0.40816674,2.5603507
5.263166,0,0,2.0271327,0,0.43833047,2.7977028
4.114365,0,0,1.9535942,0,0.5722363,1.5885347
2.612734,0,0,1.7603698,0,0.5823728,0.2699914
2.5507975,0,0,1.6771971,0,0.603609,0.2699914
2.5993774,0,0,1.7133161,0,0.61607003,0.2699914
2.6142683,0,0,1.7300922,0,0.61418486,0.2699914
4.1109276,0,0,2.1286018,0,0.7313595,1.2509663
3.9525595,0,0,2.6134512,0,0.81272787,0.52638024
3.7518978,0.35278395,0,3.105924,0,0.68501383,0.3137442
3.5451038,5.141725,0,3.7435243,0,0.6849272,4.2583776
2.4798133,6.894663,0,4.1115675,0,0.7101521,4.552757
1.3479842,8.108893,0,4.318456,0,0.96400344,4.1744184
0.81942123,8.724176,0,4.8770075,0,0.967145,3.699445
2.5243368,6.4510784,0,4.5692472,0,0.8956908,3.510477
4.157467,4.222143,0,3.9650702,0,0.8219467,3.5925934
4.64519,1.9492775,0,3.7689266,0,0.5767696,2.2487712
4.6020203,1.2363126,0,3.4740114,0,0.51881856,1.845503
5.362905,0.38483316,0,3.2223287,0,0.53969866,1.9857111
4.697267,0,0,3.176069,0,0.5534491,0.9677488
5.8954744,0,0,3.8852623,0,0.73399645,1.2762154
6.2954283,0,0,3.812139,0,0.571146,1.9121432
5.9219003,0,0,3.216134,0,0.5850343,2.1207318
5.038826,0,0,2.6642058,0,0.6467668,1.7278535
5.1002083,0,0,2.2552328,0,0.5765513,2.268424
6.1811066,0,0,2.0271327,0,0.6132161,3.5407577
4.8581996,0,0,1.9999101,0,0.8857926,1.972497
5.277148,0,0,1.8467759,0,0.9080093,2.5223625
5.015287,0,0,1.722712,0,0.94092405,2.351651
4.8520765,0,0,1.7011305,0,0.9655421,2.1854038
4.8505363,0,0,1.711812,0,1.0357846,2.1029396
4.954525,0,0,2.0611238,0,1.2299395,1.6634617
4.799858,0,0,2.5489805,0,1.1591529,1.0917248
4.5874925,0.029041164,0,3.004583,0,1.2427535,0.3691973
4.5979247,1.1956942,0,3.2754786,0,1.0293823,1.4887581
3.512641,3.111506,0,3.5789905,0,1.2234073,1.8217492
1.7570165,6.9731846,0,4.0047526,0,0.96156114,3.763887
0.90066,8.82885,0,4.879902,0,1.166247,3.6833613
0.9732993,7.9292836,0,4.584253,0,0.9466506,3.371679
2.0243459,6.2501574,0,3.9139614,0,0.8585943,3.5019479
3.8011994,3.8121066,0,3.5730186,0,0.8972075,3.1430798
4.571919,2.4171038,0,3.3773983,0,1.0369709,2.5746539
4.718917,0.9691381,0,3.3801782,0,0.87049454,1.4373823
5.072751,0,0,3.4736845,0,0.93574387,0.6633228
6.2402267,0,0,3.9693532,0,1.0155495,1.2553239
6.4821687,0,0,3.7261379,0,0.8700806,1.8859506
6.016349,0,0,3.0261426,0,0.8974061,2.0928001
5.0883884,0,0,2.4838848,0,1.0070319,1.5974718
4.1904078,0,0,2.2243152,0,0.940967,1.0251255
3.7216945,0,0,2.2062824,0,0.98941547,0.52599674
5.279326,0,0,1.9999101,0,0.83729935,2.4421167
5.2845116,0,0,1.8467759,0,0.8502661,2.5874696
4.962683,0,0,1.722712,0,0.8577984,2.3821726
5.0509763,0,0,1.7011305,0,1.1424593,2.2073865
5.084125,0,0,1.711812,0,1.2536155,2.1186976
4.952464,0,0,2.0611238,0,1.2523232,1.6390167
4.849839,0,0,2.5489805,0,0.9922009,1.3086578
4.566618,0,0,3.00255,0,1.2625295,0.3015385
4.7539,0.67080235,0,3.2387362,0,0.85424495,1.3317211
2.3647125,4.330646,0,3.6643302,0,0.74907696,2.2819514
1.4450485,7.766629,0,4.060294,0,0.88453346,4.2668505
2.4582183,4.5864124,0,4.582931,0,0.6617984,1.7999012
3.8709018,3.0642102,0,4.2436976,0,0.6270763,2.064338
4.3649764,3.8545163,0,3.7462666,0,0.8067028,3.6665232
4.077148,4.077343,0,3.5915852,0,0.694626,3.86828
4.5685863,2.0325997,0,3.350483,0,0.92694545,2.3237576
4.751786,0.6289654,0,3.3563662,0,0.7826561,1.2417294
5.433032,0,0,3.4736845,0,0.67802465,1.2813232
6.469083,0,0,3.9693532,0,0.8595419,1.6401876
6.5169764,0,0,3.7261379,0,0.6594182,2.1314204
6.0682154,0,0,3.0261426,0,0.69111925,2.3509538
5.102485,0,0,2.4838848,0,0.7142707,1.9043298
4.064864,0,0,2.2243152,0,0.77297115,1.0675777
4.879061,0,0,2.2062824,0,0.78574103,1.8870381
5.2587967,0,0,1.9999101,0,1.1775553,2.0813313
5.2781706,0,0,1.8467759,0,1.1768132,2.2545815
5.2510333,0,0,1.722712,0,1.1769836,2.3513377
5.064006,0,0,1.7011305,0,1.17752,2.1853554
4.9893823,0,0,1.711812,0,1.1764363,2.1011338
5.028488,0,0,2.0611238,0,1.2038299,1.7635343
4.8300734,0,0,2.5489805,0,1.2171077,1.0639851
5.239724,0,0,3.00255,0,1.206697,1.0304774
4.804014,0.8235835,0,3.249431,0,1.1733761,1.2047908
3.263874,3.8508315,0,3.6307433,0,1.1757538,2.3082082
4.175213,4.584598,0,3.8375518,0,1.2119366,3.7103226
4.240293,2.02901,0,4.403913,0,1.199006,0.66638404
5.3183303,1.2263135,0,4.115045,0,1.2123511,1.2172478
5.021022,1.5508645,0,3.585011,0,1.2091448,1.7777305
6.202271,2.072647,0,3.4512565,0,1.2269042,3.5967574
5.8186884,1.4994129,0,3.31316,0,1.2343204,2.7706213
6.591645,0.38518435,0,3.3393016,0,1.2213372,2.4161906
5.8611093,0,0,3.4736845,0,1.2310553,1.1563697
6.4767194,0,0,3.9693532,0,1.259114,1.2482522
6.851048,0,0,3.7261379,0,1.2454914,1.8794188
6.3556433,0,0,3.0261426,0,1.2355483,2.0939527
5.307418,0,0,2.4838848,0,1.2301404,1.5933924
5.3471375,0,0,2.2243152,0,1.2172896,1.9055325
6.925981,0,0,2.2062824,0,1.1985217,3.521177
