Counter,Hour of day,Day of year,Photovoltaics,Import-from-high-voltage-grid,Storage-output,Storage-input,Base-demand,Heat-pumps,Electro-mobility,Export-to-high-voltage-grid
1,1,1,0,3.5369935,0,0,2.0198603,0.75325227,0.763881,0
2,2,1,0,2.8063323,0,0,1.8639591,0.7720003,0.17037293,0
3,3,1,0,2.5557623,0,0,1.7389185,0.7869956,0.029848024,0
4,4,1,0,2.5570366,0,0,1.7170521,0.81013656,0.029848024,0
5,5,1,0,2.7194648,0,0,1.7284101,0.8242901,0.16676463,0
6,6,1,0,3.631108,0,0,2.0992513,1.0888183,0.4430384,0
7,7,1,0,4.6042433,0,0,2.5905156,0.9380317,1.0756958,0
8,8,1,0,6.5386863,0,0,3.049443,1.0641193,2.4251242,0
9,9,1,0.609558,7.195371,0,0,3.2819889,1.2168872,3.3060532,0
10,10,1,1.0874425,6.3904257,0,0,3.489193,1.2504442,2.738231,0
11,11,1,2.658749,4.2907124,0,0,3.7589724,1.0201274,2.1703618,0
12,12,1,3.7118275,3.736497,0,0,4.573297,0.8086121,2.0664155,0
13,13,1,4.1382704,3.7026973,0,0,4.377189,0.65486056,2.808918,0
14,14,1,4.118923,3.6768305,0,0,3.8221612,0.8758881,3.0977042,0
15,15,1,2.4464772,4.266828,0,0,3.5301652,0.88685966,2.2962804,0
16,16,1,0.9616867,6.386408,0,0,3.3268206,0.6719048,3.3493693,0
17,17,1,0.25522843,7.0128527,0,0,3.3847218,0.7412862,3.142073,0
18,18,1,0,7.1418624,0,0,3.5268347,0.84976614,2.765262,0
19,19,1,0,7.7523675,0,0,4.02439,0.79357296,2.9344041,0
20,20,1,0,6.359998,0,0,3.7916386,0.997645,1.5707145,0
21,21,1,0,5.7924056,0,0,3.0872164,0.9326097,1.7725793,0
22,22,1,0,4.7875195,0,0,2.527573,0.97075826,1.2891881,0
23,23,1,0,3.8121672,0,0,2.2649987,0.8773634,0.6698053,0
24,24,1,0,3.3861847,0,0,2.2313542,0.9112958,0.24353467,0
25,25,2,0,4.7228994,0,0,2.0198603,1.0768086,1.6262307,0
26,26,2,0,2.9459999,0,0,1.8639591,1.0521927,0.029848024,0
27,27,2,0,2.8337998,0,0,1.7389185,1.0650332,0.029848024,0
28,28,2,0,2.821922,0,0,1.7170521,1.075022,0.029848024,0
29,29,2,0,3.7654002,0,0,1.7284101,1.0744386,0.96255136,0
30,30,2,0,5.045704,0,0,2.0992513,1.1234909,1.8229614,0
31,31,2,0,4.7761374,0,0,2.5905156,1.1412735,1.0443484,0
32,32,2,0,5.8430457,0,0,3.049443,1.1506158,1.6429869,0
33,33,2,0.030445963,5.5507774,0,0,3.241451,1.1004416,1.2393303,0
34,34,2,0.4685705,6.693944,0,0,3.445872,1.1443799,2.5722625,0
35,35,2,1.5098495,6.6352553,0,0,3.6785495,1.08619,3.3803656,0
36,36,2,2.380479,5.215638,0,0,4.4801025,1.019771,2.0962439,0
37,37,2,2.8620074,5.1369414,0,0,4.2878504,1.0526178,2.6584804,0
38,38,2,4.9558454,2.713956,0,0,3.880746,1.0296634,2.759392,0
39,39,2,7.6166773,1.0662757,0,0,3.892079,1.2080959,3.5827777,0
40,40,2,5.904042,2.2577405,0,0,3.6727855,1.0402248,3.448772,0
41,41,2,1.903061,5.759438,0,0,3.50007,0.88651085,3.2759182,0
42,42,2,0,6.4356966,0,0,3.5268347,0.9522874,1.9565744,0
43,43,2,0,6.098137,0,0,4.02439,0.853001,1.2207457,0
44,44,2,0,6.5454583,0,0,3.7916386,1.0169787,1.7368411,0
45,45,2,0,5.96679,0,0,3.0872164,0.9298395,1.9497341,0
46,46,2,0,6.303799,0,0,2.527573,0.8132814,2.9629447,0
47,47,2,0,4.589506,0,0,2.2649987,1.1466719,1.1778355,0
48,48,2,0,3.5840645,0,0,2.2313542,1.0155547,0.33715558,0
49,49,3,0,2.7971613,0,0,2.0198603,0.74745315,0.029848024,0
50,50,3,0,2.6507668,0,0,1.8639591,0.75695974,0.029848024,0
51,51,3,0,2.534564,0,0,1.7389185,0.76579744,0.029848024,0
52,52,3,0,3.5009632,0,0,1.7170521,0.7811882,1.002723,0
53,53,3,0,3.880154,0,0,1.7284101,0.7886751,1.3630685,0
54,54,3,0,4.641744,0,0,2.0992513,0.73418957,1.8083034,0
55,55,3,0,3.96202,0,0,2.5905156,0.9597318,0.41177237,0
56,56,3,0,4.741267,0,0,3.049443,1.2221533,0.4696707,0
57,57,3,0.36310336,5.443861,0,0,3.2647371,0.9642509,1.5779765,0
58,58,3,1.2492381,4.6252265,0,0,3.5005188,1.1459409,1.2280048,0
59,59,3,2.042319,3.6446667,0,0,3.7158222,0.74665254,1.2245109,0
60,60,3,3.3164947,3.749643,0,0,4.545624,0.7373443,1.7831699,0
61,61,3,4.781062,3.632112,0,0,4.4221845,0.7735744,3.2174153,0
62,62,3,4.356826,3.543535,0,0,3.8388145,0.7645115,3.297035,0
63,63,3,5.6230803,2.6109602,0,0,3.7525275,1.0013992,3.480114,0
64,64,3,5.2389636,2.5036936,0,0,3.6262302,0.76361775,3.3528097,0
65,65,3,1.229896,5.3744946,0,0,3.4529486,0.65976506,2.4916773,0
66,66,3,0.009738519,6.173285,0,0,3.5275164,0.6289611,2.026546,0
67,67,3,0,7.3751693,0,0,4.02439,0.75854087,2.5922382,0
68,68,3,0,6.148527,0,0,3.7916386,0.780424,1.5764649,0
69,69,3,0,5.65506,0,0,3.0872164,0.789132,1.7787111,0
70,70,3,0,5.800011,0,0,2.527573,0.8511966,2.4212415,0
71,71,3,0,4.832528,0,0,2.2649987,0.77462536,1.792904,0
72,72,3,0,5.388054,0,0,2.2313542,0.74034524,2.4163544,0
73,73,4,0,4.6605887,0,0,2.0153708,0.96251255,1.6827053,0
74,74,4,0,2.871893,0,0,1.860217,0.981828,0.029848024,0
75,75,4,0,3.307758,0,0,1.7333751,1.00107,0.573313,0
76,76,4,0,4.6802826,0,0,1.7086108,1.0152582,1.9564137,0
77,77,4,0,4.44679,0,0,1.7197495,1.0628914,1.6641492,0
78,78,4,0,4.534182,0,0,2.0878751,1.2177826,1.2285246,0
79,79,4,0,5.503576,0,0,2.5509863,1.220453,1.7321364,0
80,80,4,0.07413011,5.686488,0,0,2.9949114,1.2131629,1.552544,0
81,81,4,1.3646742,4.5070167,0,0,3.2770536,1.1794186,1.4152187,0
82,82,4,1.8985009,4.7528496,0,0,3.4923418,1.1880946,1.9709141,0
83,83,4,2.383643,3.516637,0,0,3.68837,1.2336612,0.97824895,0
84,84,4,2.9316647,4.0191593,0,0,4.433188,1.0327517,1.4848843,0
85,85,4,3.4364939,3.3816435,0,0,4.307621,0.9266118,1.5839046,0
86,86,4,4.966393,2.8420908,0,0,3.8581426,0.8345394,3.1158018,0
87,87,4,7.606228,1.1890419,0,0,3.872756,1.3444569,3.5780568,0
88,88,4,5.8308244,2.1923244,0,0,3.6479988,0.93079066,3.4443593,0
89,89,4,2.2436304,4.5464983,0,0,3.501579,0.7728926,2.5156572,0
90,90,4,0.510716,7.3843455,0,0,3.5427518,0.87829703,3.4740126,0
91,91,4,0,7.9906254,0,0,4.0087523,1.2410245,2.7408488,0
92,92,4,0,6.445621,0,0,3.7751749,0.80906534,1.8613806,0
93,93,4,0,5.851784,0,0,3.060159,0.8497557,1.9418695,0
94,94,4,0,5.172215,0,0,2.501628,0.864396,1.8061912,0
95,95,4,0,3.92859,0,0,2.2448149,0.9022515,0.78152376,0
96,96,4,0,3.4983532,0,0,2.2192295,0.9461242,0.33299965,0
97,1,5,0,5.470805,0,0,2.0153708,0.81078374,2.6446507,0
98,2,5,0,4.306881,0,0,1.860217,0.821324,1.6253399,0
99,3,5,0,2.5915143,0,0,1.7333751,0.8282913,0.029848024,0
100,4,5,0,3.3118951,0,0,1.7086108,0.85107696,0.7522074,0
101,5,5,0,4.3355594,0,0,1.7197495,0.86588377,1.7499261,0
102,6,5,0,3.9487221,0,0,2.0878751,0.95244473,0.90840244,0
103,7,5,0,5.072403,0,0,2.5509863,1.0690447,1.4523718,0
104,8,5,0.123581104,4.264479,0,0,2.998373,1.3089542,0.08073314,0
105,9,5,0.3392387,5.381505,0,0,3.2052732,1.0186577,1.496813,0
106,10,5,0.78395134,4.8673334,0,0,3.4143233,0.92534095,1.3116204,0
107,11,5,1.5340762,3.8730142,0,0,3.6289003,0.8447731,0.93341714,0
108,12,5,5.6858587,3.1804152,0,0,4.625982,0.84778714,3.3925052,0
109,13,5,8.24504,0.8846045,0,0,4.644219,1.2157123,3.2697127,0
110,14,5,7.351734,1.1549525,0,0,4.0251164,1.1297706,3.3517997,0
111,15,5,6.0516725,2.2166352,0,0,3.7639372,0.9638179,3.5405526,0
112,16,5,4.995196,3.0494585,0,0,3.5895047,1.0458467,3.409303,0
113,17,5,3.3822207,3.5900073,0,0,3.5812802,0.8180818,2.5728662,0
114,18,5,0.2384715,4.8215985,0,0,3.5236948,1.0979617,0.43841368,0
115,19,5,0,5.78673,0,0,4.0087523,0.7427995,1.0351778,0
116,20,5,0,6.194397,0,0,3.7751749,0.74834335,1.6708786,0
117,21,5,0,5.978718,0,0,3.060159,1.039166,1.8793927,0
118,22,5,0,5.4546127,0,0,2.501628,0.77041763,2.1825674,0
119,23,5,0,5.1447024,0,0,2.2448149,0.7898888,2.109999,0
120,24,5,0,3.86372,0,0,2.2192295,0.81988335,0.824607,0
121,25,6,0,4.763822,0.1564815,0,2.0153708,0.8083394,2.0965934,0
122,26,6,0,4.0016203,0,0,1.860217,0.8391338,1.3022697,0
123,27,6,0,2.6225426,0,0,1.7333751,0.85931957,0.029848024,0
124,28,6,0,3.2198558,0,0,1.7086108,0.88374996,0.62749517,0
125,29,6,0,4.13166,0,0,1.7197495,0.8947476,1.517163,0
126,30,6,0,3.9180892,0,0,2.0878751,0.83383304,0.99638116,0
127,31,6,0,3.6381092,0,0,2.5509863,0.8082655,0.2788574,0
128,32,6,0.14281179,3.7022545,0,0,2.9997191,0.81549907,0.029848024,0
129,33,6,1.3945271,3.7435622,0,0,3.2791433,0.87190485,0.9870411,0
130,34,6,3.515603,3.356166,0.35356882,0.15298888,3.605539,0.8215187,2.645291,0
131,35,6,7.5318127,1.8943129,0.24325857,0.76985687,4.048742,0.946651,3.9041348,0
132,36,6,10.59969,0.26336533,0.07576376,1.8506039,4.9699497,0.68315053,3.4351153,0
133,37,6,12.131529,0,0,2.5802586,4.916273,1.3864807,3.248516,0
134,38,6,11.955202,0,0,2.846034,4.347359,1.4322059,3.3296032,0
135,39,6,11.855545,0,0,2.6479306,4.1702085,1.5213501,3.5160565,0
136,40,6,9.061786,0.55907637,0.02584719,1.985948,3.874166,0.40018976,3.386406,0
137,41,6,5.2867146,2.4678686,0.5155735,0.8600862,3.7145948,0.47630554,3.2191699,0
138,42,6,0.9382779,3.5747147,0.63524735,0.19810355,3.5726812,0.5881622,0.78929293,0
139,43,6,0,4.918547,0.5048389,0,4.0087523,0.40997759,1.0046561,0
140,44,6,0,5.198388,0.83830947,0,3.7751749,0.62891066,1.6326119,0
141,45,6,0,4.8504033,0.707901,0,3.060159,0.6595595,1.8385857,0
142,46,6,0,3.486696,1.0413716,0,2.501628,0.68108463,1.345355,0
143,47,6,0,1.8205478,1.8387214,0,2.2448149,0.70109,0.7133644,0
144,48,6,0,0.15231529,3.09995,0,2.2192295,0.75461876,0.2784172,0
145,49,7,0,2.4303813,0,0,1.9588919,0.44164154,0.029848024,0
146,50,7,0,2.2364848,0,0,1.7519977,0.45463896,0.029848024,0
147,51,7,0,2.187187,0,0,1.6730709,0.48426795,0.029848024,0
148,52,7,0,2.852985,0,0,1.709921,0.5230328,0.6200312,0
149,53,7,0,4.1294565,0,0,1.7230816,0.5541338,1.8522412,0
150,54,7,0,4.29301,0,0,2.0938046,0.6405219,1.5586838,0
151,55,7,0,4.1120286,0,0,2.6133907,0.52665764,0.9719803,0
152,56,7,0.39297205,3.890791,0,0,3.1649334,0.67642295,0.44240654,0
153,57,7,4.2186904,3.5692718,0,0,3.727953,0.9355445,3.1244648,0
154,58,7,6.751622,2.536056,0,0,4.1669655,0.75547194,4.365241,0
155,59,7,7.645792,1.2949135,0,0,4.403867,0.55709136,3.9797473,0
156,60,7,8.973811,0.3704771,0,0.23408899,5.0538707,0.5605368,3.4957914,0
157,61,7,10.0883465,0,0,0.5809236,4.811835,1.392338,3.3032498,0
158,62,7,7.0320473,1.5253493,0,0.4638791,4.1513667,0.55523217,3.386919,0
159,63,7,3.1358278,3.4213548,0,0,3.8305905,0.5945573,2.132035,0
160,64,7,2.5144649,3.9542508,0,0,3.5531292,0.30552778,2.6100585,0
161,65,7,2.408163,3.8916476,0,0,3.316091,0.27974027,2.7039795,0
162,66,7,1.0217155,3.9567804,0,0,3.2211752,0.23291388,1.524407,0
163,67,7,0.083444946,4.7592216,0.31050572,0,3.8751462,0.19455656,1.0834697,0
164,68,7,0,5.657569,0.15713233,0,3.846882,0.2363953,1.731424,0
165,69,7,0,5.4604063,0,0,3.2533805,0.26306826,1.9439574,0
166,70,7,0,4.1158137,0.30674675,0,2.715154,0.27238777,1.4350188,0
167,71,7,0,3.280686,0.14961442,0,2.2776406,0.36975786,0.78290194,0
168,72,7,0,2.7256172,0,0,2.0196319,0.3718825,0.33410293,0
169,73,8,0,2.5044582,0,0,1.9588919,0.5157182,0.029848024,0
170,74,8,0,2.3129857,0,0,1.7519977,0.5311398,0.029848024,0
171,75,8,0,2.2475712,0,0,1.6730709,0.5446523,0.029848024,0
172,76,8,0,2.5969827,0,0,1.709921,0.55694556,0.3301161,0
173,77,8,0,3.8899696,0,0,1.7230816,0.57707316,1.5898148,0
174,78,8,0,4.2628345,0,0,2.0938046,0.54812104,1.620909,0
175,79,8,0,4.070302,0,0,2.6133907,0.64762235,0.80928886,0
176,80,8,0.98482597,3.8962986,0,0,3.2063632,0.5233512,1.15141,0
177,81,8,2.1865165,3.828311,0,0,3.5857008,0.6407597,1.788367,0
178,82,8,2.9039874,3.6430416,0,0,3.8976312,0.68220735,1.9671905,0
179,83,8,4.578023,3.1172016,0,0,4.189123,0.5645789,2.9415228,0
180,84,8,7.1274424,2.1039088,0,0,4.924625,0.9096195,3.397107,0
181,85,8,8.446629,0.45698893,0,0.40376005,4.6969147,0.58871317,3.2142303,0
182,86,8,9.417289,0,0,0.44676405,4.3183336,1.3584914,3.2936995,0
183,87,8,8.046338,0,0,0.025888933,4.1743264,0.36968997,3.4764333,0
184,88,8,6.436151,1.2047428,0,0,3.8276472,0.46387714,3.3493693,0
185,89,8,5.7063537,1.5970867,0,0,3.5469644,0.5710068,3.1854694,0
186,90,8,2.7059827,3.6022909,0,0,3.339074,0.3493124,2.6198874,0
187,91,8,0.096672654,4.757796,0.24932532,0,3.876072,0.27243647,0.9552855,0
188,92,8,0,5.444357,0.35660222,0,3.846882,0.3833625,1.5707145,0
189,93,8,0,5.4430466,0,0,3.2533805,0.41708663,1.7725793,0
190,94,8,0,4.438443,0,0,2.715154,0.434101,1.2891881,0
191,95,8,0,3.3890095,0.027280882,0,2.2776406,0.4688447,0.6698053,0
192,96,8,0,2.7714398,0,0,2.0196319,0.5082733,0.24353467,0
193,1,9,0,2.1149373,0.39951587,0,1.9588919,0.5257132,0.029848024,0
194,2,9,0,2.3400471,0,0,1.7519977,0.5582013,0.029848024,0
195,3,9,0,2.2912934,0,0,1.6730709,0.5883745,0.029848024,0
196,4,9,0,2.3510458,0,0,1.709921,0.61127687,0.029848024,0
197,5,9,0,2.3087504,0,0,1.7230816,0.5558207,0.029848024,0
198,6,9,0,2.695606,0,0,2.0938046,0.5719534,0.029848024,0
199,7,9,0.8244121,3.1862454,0,0,2.6710994,0.55630565,0.78325254,0
200,8,9,3.6568413,2.3015597,0,0,3.3934042,0.57499063,1.9900059,0
201,9,9,7.6066895,1.0624135,0.15583698,0.21569133,3.965113,0.57455176,4.069584,0
202,10,9,10.7697525,0,0,0.89526176,4.4482346,1.0562174,4.3700385,0
203,11,9,11.32415,0,0,1.9627208,4.661352,0.716185,3.9838927,0
204,12,9,11.609344,0,0,2.5663006,5.238358,0.30556735,3.4991179,0
205,13,9,11.540118,0,0,2.7060015,4.913459,0.61440796,3.30625,0
206,14,9,11.319256,0,0,2.3818233,4.451471,1.0958997,3.3900614,0
207,15,9,10.192016,0,0,1.5937659,4.3245234,0.69094837,3.5827777,0
208,16,9,7.8748794,0,0.2562792,0.5986315,3.9283583,0.15539706,3.448772,0
209,17,9,5.167342,1.1248976,0.0486793,0.0673762,3.5092335,0.06455366,2.699756,0
210,18,9,1.580077,2.651499,0,0,3.2602606,0.068085,0.9032307,0
211,19,9,0.18050414,4.5657673,0.32733586,0,3.8819401,0.10387636,1.0877906,0
212,20,9,0,4.8101997,0.9002113,0,3.846882,0.12668794,1.7368411,0
213,21,9,0,4.345095,1.0092076,0,3.2533805,0.151188,1.9497341,0
214,22,9,0,2.9614606,1.3630686,0,2.715154,0.16944082,1.4399345,0
215,23,9,0,1.1325402,2.1808088,0,2.2776406,0.24899457,0.78671396,0
216,24,9,0,0,2.742578,0,2.0196319,0.38579056,0.33715558,0
217,25,10,0,2.1918561,0.17874162,0,1.9033281,0.40583187,0.06143776,0
218,26,10,0,2.1810234,0,0,1.7071174,0.44405788,0.029848024,0
219,27,10,0,1.9167333,0.22077425,0,1.6314996,0.47615984,0.029848024,0
220,28,10,0,2.2140584,0,0,1.6705463,0.513664,0.029848024,0
221,29,10,0,2.2432382,0,0,1.6817355,0.5316547,0.029848024,0
222,30,10,0,3.5524309,0,0,2.02193,0.5706265,0.95987433,0
223,31,10,0.3444948,3.9364095,0,0,2.5129626,0.6160042,1.1519375,0
224,32,10,1.91434,3.1417735,0,0.39267096,3.0766792,0.51367366,1.0730895,0
225,33,10,7.3728037,0.30566233,0,1.249221,3.7505455,0.38598707,2.2927122,0
226,34,10,9.691346,0,0,1.641892,4.171237,1.1621269,2.7160907,0
227,35,10,8.251531,0.44675168,0,1.5706838,4.252056,0.27556384,2.5999787,0
228,36,10,9.928355,0.010262158,0,1.147495,4.924986,0.26491293,3.6012237,0
229,37,10,8.783308,0.7274655,0,1.1881855,4.5292463,0.22831188,3.5650296,0
230,38,10,10.03943,0,0,1.6927549,4.1789527,0.6425303,3.5251913,0
231,39,10,10.599445,0,0,1.7334453,4.1734157,1.2466426,3.4459417,0
232,40,10,8.686787,0.25338376,0,1.3102566,3.783655,0.15631865,3.6899405,0
233,41,10,4.3505945,2.7724638,0,0.42318872,3.2227964,0.20237768,3.2746954,0
234,42,10,1.4889892,3.9935026,0,0,3.014813,0.094447106,2.3732316,0
235,43,10,0.3194055,4.437496,0.22424585,0,3.6365502,0.11056113,1.2340363,0
236,44,10,0,4.4812536,0.640911,0,3.6792037,0.12820129,1.3147596,0
237,45,10,0,2.9622743,1.5214552,0,3.1455026,0.24069396,1.097533,0
238,46,10,0,1.5937423,1.9381202,0,2.6380334,0.27175164,0.62207747,0
239,47,10,0,0.76000047,1.8909063,0,2.1980815,0.30247742,0.15034777,0
240,48,10,0,0,2.3075714,0,1.9442816,0.33344176,0.029848024,0
241,49,11,0,2.5114398,0.092406325,0,1.9033281,0.6706701,0.029848024,0
242,50,11,0,2.4203815,0,0,1.7071174,0.683416,0.029848024,0
243,51,11,0,2.1234522,0.23193955,0,1.6314996,0.69404393,0.029848024,0
244,52,11,0,2.415851,0,0,1.6705463,0.7154566,0.029848024,0
245,53,11,0,2.428509,0,0,1.6817355,0.7169254,0.029848024,0
246,54,11,0,2.7467158,0,0,2.02193,0.69493777,0.029848024,0
247,55,11,0.5940674,2.6310003,0,0,2.5304327,0.6647869,0.029848024,0
248,56,11,3.857756,1.6600381,0.07517,0,3.2127182,0.48007593,1.9001697,0
249,57,11,8.410305,0,0.26952454,0.4638791,3.8231707,0.46252355,3.930256,0
250,58,11,10.830654,0,0,1.3916373,4.2509885,0.9993961,4.1886325,0
251,59,11,11.194153,0,0,2.2707517,4.4580393,0.669773,3.7955887,0
252,60,11,11.466201,0,0,2.6859872,5.032635,0.4230619,3.3245168,0
253,61,11,11.07326,0,0,2.6373434,4.6895432,0.6052711,3.1411028,0
254,62,11,10.512465,0,0,2.1248207,4.212065,0.94786215,3.2277167,0
255,63,11,9.845146,0,0,1.1484187,4.120615,1.1706393,3.4054732,0
256,64,11,5.8077,1.4040407,0.24728993,0.3422698,3.5821187,0.27483237,3.2598097,0
257,65,11,3.9180157,2.0806704,0.03070076,0,3.1925159,0.24572706,2.5911438,0
258,66,11,1.9514765,2.3949132,0,0,3.047187,0.22609177,1.0731106,0
259,67,11,0.41947117,3.8687043,0.43317834,0,3.6435547,0.22409052,0.85370874,0
260,68,11,0,4.665976,0.68906444,0,3.6792037,0.23475803,1.4410788,0
261,69,11,0,4.250194,0.96491367,0,3.1455026,0.4457382,1.6238669,0
262,70,11,0,2.5973694,1.704642,0,2.6380334,0.51245576,1.1515224,0
263,71,11,0,1.363469,1.9804913,0,2.1980815,0.60349333,0.54238534,0
264,72,11,0,0,2.7202196,0,1.9442816,0.63333684,0.1426011,0
265,73,12,0,1.9255967,0.39951587,0,1.9033281,0.39193642,0.029848024,0
266,74,12,0,2.1587155,0,0,1.7071174,0.4217499,0.029848024,0
267,75,12,0,2.1202638,0,0,1.6314996,0.45891613,0.029848024,0
268,76,12,0,2.2073336,0,0,1.6705463,0.5069391,0.029848024,0
269,77,12,0,2.2359676,0,0,1.6817355,0.52438426,0.029848024,0
270,78,12,0.6519549,1.9622947,0,0,2.0675669,0.5168346,0.029848024,0
271,79,12,1.8826958,1.8810295,0,0,2.6206367,0.5043249,0.6387638,0
272,80,12,5.400667,1.1708922,0.10796055,0.14942637,3.320722,0.3306425,2.8787289,0
273,81,12,9.690044,0,0,0.76273185,3.9127524,1.1349506,3.879609,0
274,82,12,10.618591,0,0,1.8399163,4.236144,0.40999615,4.132535,0
275,83,12,11.024598,0,0,2.4532218,4.446171,0.37742257,3.7477834,0
276,84,12,11.176997,0,0,2.6026483,5.0123906,0.27530783,3.286651,0
277,85,12,10.611324,0,0,2.3690846,4.6572075,0.4779256,3.1071067,0
278,86,12,10.189616,0,0,1.671642,4.189466,1.1366153,3.191893,0
279,87,12,8.729361,0,0,0.6505488,4.04251,0.67040277,3.3658993,0
280,88,12,3.0709043,2.3441644,0.067434445,0.093334876,3.390543,0.22690018,1.7717248,0
281,89,12,1.3601362,3.5100243,0,0,3.0134645,0.20193788,1.6547582,0
282,90,12,0.6480701,4.1805763,0,0,2.9559486,0.1779055,1.6947924,0
283,91,12,0.23222445,4.3887696,0,0,3.6304474,0.1858694,0.80467725,0
284,92,12,0.07841437,4.7316117,0.4638791,0,3.6846929,0.20955819,1.3796542,0
285,93,12,0,3.7557,1.3916373,0,3.1455026,0.443249,1.5585858,0
286,94,12,0,2.0790777,2.1163538,0,2.6380334,0.46119097,1.096207,0
287,95,12,0,0.8137307,2.3771908,0,2.1980815,0.49291775,0.49992234,0
288,96,12,0,0.43307683,2.174149,0,1.9442816,0.5543708,0.10857346,0
289,1,13,0,2.3024833,0,0,1.9229271,0.34970814,0.029848024,0
290,2,13,0,2.1250134,0,0,1.727265,0.36790037,0.029848024,0
291,3,13,0,2.06955,0,0,1.6520445,0.38765752,0.029848024,0
292,4,13,0,2.123568,0,0,1.6909758,0.40274417,0.029848024,0
293,5,13,0,2.1356726,0,0,1.7026635,0.403161,0.029848024,0
294,6,13,0.22404368,2.5317473,0,0,2.0682654,0.38544065,0.30208516,0
